fire_name,fire_size,fire_size_class,stat_cause_descr,latitude,longitude,state,disc_clean_date,cont_clean_date,discovery_month,disc_date_final,cont_date_final,putout_time,disc_date_pre,disc_pre_year,disc_pre_month,wstation_usaf,dstation_m,wstation_wban,wstation_byear,wstation_eyear,Vegetation,fire_mag,weather_file,Temp_pre_30,Temp_pre_15,Temp_pre_7,Temp_cont,Wind_pre_30,Wind_pre_15,Wind_pre_7,Wind_cont,Hum_pre_30,Hum_pre_15,Hum_pre_7,Hum_cont,Prec_pre_30,Prec_pre_15,Prec_pre_7,Prec_cont,remoteness,putout_time_num,region,cause_category,Vegetation_group,mid50_hi
STRADER,2,B,Smoking,37.05,-81.06666667,VA,11/13/2005,11/13/2005,Nov,11/13/2005 12:58,11/13/2005 22:30,0 days 00:00:00.000000000,10/14/2005,2005,Oct,724056,30535.1214,63805,1936,2020,0,0.1,724056-99999-2005.gz,10.83801498,10.07055503,11.11267606,0,3.106320225,2.8203198489999997,3.32917505,0,62.21069920000001,58.866164000000005,57.50806452,0,0,0,0,0,0.12445313838455307,0,South,Recreational,Tundra/Barren,0
NA,5,B,Missing/Undefined,33.825,-79.54583333,SC,3/16/1994,3/16/1994,Mar,NA,NA,0 days 00:00:00.000000000,2/14/1994,1994,Feb,747910,58923.11102,99999,1941,2020,16,0.1,747910-13717-1994.gz,12.05049088,12.81392758,12.34107143,0,4.297615708,4.375766017,4.10952381,0,70.14104372,73.15730337,70.73214286,0,0,0,0,0,0.11298130026122012,0,South,Other/Unknown,Forest,0
RHODES LAKE,2,B,Miscellaneous,34.67666667,-89.11,MS,4/15/1995,4/15/1995,Apr,4/15/1995 17:02,4/15/1995 18:05,0 days 00:00:00.000000000,3/16/1995,1995,Mar,723340,90560.63272,13893,1942,2020,16,0.1,723340-13893-1995.gz,17.09611111,16.70916667,18.67857143,0,3.871111111,3.895833333,4.35297619,0,53.91225627,53.25418994,59.69277108,0,1,1,1,0,0.19825368924840836,0,South,Other/Unknown,Forest,0
NA,2,B,Smoking,41.00209083,-73.6941701,NY,5/4/2006,5/4/2006,May,5/4/2006 14:05,5/4/2006 14:05,0 days 00:00:00.000000000,4/4/2006,2006,Apr,725037,6715.229057,94745,1943,2010,15,0.1,725037-94745-2006.gz,10.47677903,11.43258145,12.07267442,0,4.166875,4.067336683,3.659064327,0,60.33290488,58.11886305,48.31176471,0,1,1,0,0,0.0581694038933247,0,Northeast,Recreational,Forest,0
ROCK SPRINGS #2,10,C,Debris Burning,36.70822906,-84.03397369,KY,12/19/2013,12/19/2013,Dec,12/19/2013 15:00,12/19/2013 19:50,0 days 00:00:00.000000000,11/19/2013,2013,Nov,720353,28577.21006,63875,2006,2020,0,1,720353-63875-2013.gz,3.823149458,4.024124882,1.733333333,0,1.5380480909999998,1.689214759,1.626993865,0,77.20196078,80.58250497,73.32371134,0,1,1,1,0,0.15108777747218682,0,South,Debris Burning,Tundra/Barren,1
NA,1.96,B,Miscellaneous,42.71629805,-73.82677921,NY,5/7/2007,5/7/2007,May,5/7/2007 21:55,5/7/2007 21:55,0 days 00:00:00.000000000,4/7/2007,2007,Apr,725180,4099.723192,14735,1973,2020,4,0.1,725180-14735-2007.gz,7.830217028,11.72776831,11.87956522,0,3.649916388,3.302564103,3.992105263,0,62.43874891,57.70036101,47.05263158,0,1,1,1,0,0.05865112952101614,0,Northeast,Other/Unknown,Grassland,0
WEST,30,C,Lightning,45.2999,-108.6737,MT,8/30/2002,9/3/2002,Aug,8/30/2002 10:22,9/3/2002 16:30,4 days 00:00:00.000000000,7/31/2002,2002,Jul,726700,91129.6227,99999,1944,2010,9,1,726700-99999-2002.gz,18.22943508,16.7790927,17.11895161,18.62676056,3.004162537,2.755621302,2.278427419,3.240140845,43.55698712,46.9852071,51.08467742,43.95774648,1,1,1,1,0.3789642564143756,4,West,Natural,Tundra/Barren,1
NA,24,C,Arson,32.34764148,-88.57802618,MS,2/17/1996,2/17/1996,Feb,2/17/1996 16:24,2/17/1996 18:01,0 days 00:00:00.000000000,1/18/1996,1996,Jan,722340,15687.76854,13865,1977,2019,12,1,722340-13865-1996.gz,6.3543039320000005,5.563180827999999,10.01394231,0,3.792773645,4.123965142,3.944230769,0,73.25539568,69.16089109,58.90697674,0,1,1,0,0,0.19496972790104627,0,South,Arson,Shrubland,1
SANDS,45,C,Lightning,35.35444444,-105.5322222,NM,6/28/2002,7/4/2002,Jun,6/28/2002 9:00,7/4/2002 18:00,6 days 00:00:00.000000000,5/29/2002,2002,May,722677,40769.7458,3027,1945,2020,15,1,722677-99999-2002.gz,20.70027624,20.50415512,20.90532544,22.36290323,5.770221607000001,5.682451252999999,5.307100592,4.420967742,35.13472222,42.90782123,44.60946746,37.48387097,1,1,0,1,0.3526366732867927,6,West,Natural,Forest,1
NA,12,C,Lightning,33.74442,-91.89549,AR,9/14/2011,9/14/2011,Sep,9/14/2011 14:10,9/14/2011 19:45,0 days 00:00:00.000000000,8/15/2011,2011,Aug,720175,17660.30416,53919,2006,2020,16,1,720175-53919-2011.gz,25.53168568,23.89128329,22.38928571,0,1.674144487,2.076755448,1.077380952,0,69.47528517,66.16464891,59.76785714,0,1,1,0,0,0.22445648746391544,0,South,Natural,Forest,1
FY2011-BULLOCH-129,3.7,B,Children,32.53843421,-81.72924176,GA,6/19/2011,6/19/2011,Jun,6/19/2011 19:19,6/19/2011 20:27,0 days 00:00:00.000000000,5/20/2011,2011,May,747805,6190.495007,63818,1955,2020,12,0.1,747805-63818-2011.gz,27.24354763,27.39906103,27.45951417,0,1.8513374,1.961314554,2.066194332,0,57.96957965,58.36126224,57.65776699,0,0,0,0,0,0.13317772914845905,0,South,Recreational,Shrubland,0
BAR CREEK,6,B,Lightning,46.77138889,-115.4483333,ID,7/26/2009,8/7/2009,Jul,7/26/2009 16:44,8/7/2009 8:30,12 days 00:00:00.000000000,6/26/2009,2009,Jun,725784,70657.2636,4109,1973,2020,15,0.1,725784-04109-2009.gz,19.80721221,20.83694444,22.14821429,22.6325,0.6951456309999999,0.505,0.648809524,0.753214286,64.29680999,65.525,59.78571429,62.13928571,1,1,1,1,0.4459546602971929,12,West,Natural,Forest,1
BASE,10,C,Miscellaneous,35.6453,-98.4408,OK,3/2/2005,3/2/2005,Mar,3/2/2005 14:51,3/2/2005 16:30,0 days 00:00:00.000000000,1/31/2005,2005,Jan,722071,74670.90932,53935,2004,2010,15,1,722071-99999-2005.gz,8.065703635,9.074074074,7.299603175,0,3.677958993,3.739907407,3.3162698410000004,0,74.52861357,73.64983165,75.26385224,0,0,0,0,0,0.28445927280444505,0,South,Other/Unknown,Forest,1
I5  S/ CANYON RD,4,B,Missing/Undefined,36.992222,-120.908554,CA,6/25/2009,6/25/2009,Jun,6/25/2009 21:04,6/25/2009 21:36,0 days 00:00:00.000000000,5/26/2009,2009,May,749179,46431.47384,99999,1943,2018,0,0.1,749179-00392-2009.gz,16.48517146,17.32993513,17.42261905,0,3.725857275,3.764967563,3.744642857,0,70.29705745,68.01482854,66.26190476,0,0,0,0,0,0.5051496051782212,0,West,Other/Unknown,Tundra/Barren,0
63 SOUTH,13,C,Miscellaneous,31.8069,-108.0183,NM,2/17/2006,2/17/2006,Feb,2/17/2006 6:15,2/17/2006 15:45,0 days 00:00:00.000000000,1/18/2006,2006,Jan,722721,92673.00361,93063,1978,2020,12,1,722721-93063-2006.gz,6.653483992000001,7.744402985,7.720558882000001,0,4.23992467,4.126679104,4.3171656689999995,0,32.37258596,27.03171642,28.46307385,0,0,0,0,0,0.3792794646526711,0,West,Other/Unknown,Shrubland,1
NA,2,B,Arson,31.75510288,-89.59251018,MS,5/25/1999,5/25/1999,May,5/25/1999 14:05,5/25/1999 14:45,0 days 00:00:00.000000000,4/25/1999,1999,Apr,722348,40334.29853,53808,1973,2020,12,0.1,722348-99999-1999.gz,21.65629053,22.40487805,23.12299465,0,1.512987013,1.275550122,1.292473118,0,54.65974026,54.11246944,52.60215054,0,1,1,1,0,0.20467212045361416,0,South,Arson,Shrubland,0
10527,2,B,Miscellaneous,34.21816667,-95.42999999,OK,9/6/2011,9/6/2011,Sep,9/6/2011 17:30,9/6/2011 17:30,0 days 00:00:00.000000000,8/7/2011,2011,Aug,723759,62885.929670000005,99999,1992,2018,16,0.1,723759-53990-2011.gz,31.38832315,30.3962766,29.76756757,0,3.102987101,3.07287234,3.918918919,0,45.01493551,45.38829787,40.56486486,0,0,0,0,0,0.25701179456896717,0,South,Other/Unknown,Forest,0
NA,18.5,C,Debris Burning,33.013917,-85.411641,AL,6/30/2009,6/30/2009,Jun,6/30/2009 16:24,6/30/2009 17:56,0 days 00:00:00.000000000,5/31/2009,2009,May,747807,32203.99242,99999,2006,2020,16,1,747807-03821-2009.gz,25.16132032,27.15241636,27.39520958,0,1.6180292369999998,1.819341126,1.626516854,0,64.50537634,60.68297101,58.83208955,0,0,0,0,0,0.16579176866304302,0,South,Debris Burning,Forest,1
HOLCOMB,6,B,Miscellaneous,43.85,-101.8333333,SD,2/23/1996,2/23/1996,Feb,2/23/1996 12:45,2/23/1996 13:15,0 days 00:00:00.000000000,1/24/1996,1996,Jan,726625,106921.8684,24006,1995,2005,9,0.1,726625-24006-1996.gz,-5.198478562,4.336490251,4.152694611,0,4.516596932,5.218994413,4.049101796,0,63.99437412,53.1452514,60.47904192,0,1,0,0,0,0.3130121919181581,0,Midwest,Other/Unknown,Tundra/Barren,1
LOZEAU 2,1.5,B,Miscellaneous,47.10055556,-114.7852778,MT,8/21/2015,8/21/2015,Aug,8/21/2015 18:00,8/21/2015 20:23,0 days 00:00:00.000000000,7/22/2015,2015,Jul,727730,56298.61327,24153,2006,2020,15,0.1,727730-24153-2015.gz,19.73189066,19.7138009,19.79259259,0,2.4559907830000003,2.422018349,2.629439252,0,44.88824885,43.84862385,41.35046729,0,1,1,0,0,0.4392246544096941,0,West,Other/Unknown,Forest,0
RL280,3,B,Debris Burning,47.85,-94.8669,MN,4/22/1998,4/22/1998,Apr,4/22/1998 12:50,4/22/1998 13:45,0 days 00:00:00.000000000,3/23/1998,1998,Mar,727550,39229.67989,14958,1948,2020,15,0.1,727550-99999-1998.gz,4.935251799,6.656891496,5.816993463999999,0,3.885179856,4.131964808999999,3.3594771239999996,0,62.25755396,58.28152493,50.84313725,0,0,0,0,0,0.2461103769853774,0,Midwest,Debris Burning,Forest,0
HORSE,3,B,Campfire,35.27333333,-111.605,AZ,7/23/1995,7/23/1995,Jul,7/23/1995 8:01,7/23/1995 17:00,0 days 00:00:00.000000000,6/23/1995,1995,Jun,723755,15386.347630000002,3103,1985,2005,15,0.1,723755-03103-1995.gz,17.83258575,18.57631579,18.18435754,0,2.590501319,2.4476315790000003,2.372067039,0,42.8988016,49.584450399999994,52.24293785,0,1,1,1,0,0.4123126892012228,0,West,Recreational,Forest,0
NA,2.5,B,Lightning,43.2237481,-77.65382056,NY,3/28/2007,3/28/2007,Mar,3/28/2007 15:08,3/28/2007 15:08,0 days 00:00:00.000000000,2/26/2007,2007,Feb,725290,12008.1414,14768,1987,2018,9,0.1,725290-14768-2007.gz,0.4538782320000001,4.3450628369999995,7.925390625,0,5.264440735,5.1493716339999995,3.97421875,0,69.99916458,69.50539568,73.93725490000001,0,1,1,1,0,0.0916727085304232,0,Northeast,Natural,Tundra/Barren,0
R/RLADD SPRINGS,1.5,B,Debris Burning,35.023,-84.7225,TN,10/13/2007,10/14/2007,Oct,10/13/2007 14:31,10/14/2007 22:00,1 days 00:00:00.000000000,9/13/2007,2007,Sep,722154,35978.64339,99999,2006,2020,15,0.1,722154-53885-2007.gz,20.82519758,19.80260708,19.646,12.54166667,1.255044166,1.37858473,1.6026,0.488888889,68.05501985,66.26011561,66.4800995,63.34782609,0,0,0,0,0.15826794607501626,1,South,Debris Burning,Forest,0
NA,38,C,Debris Burning,32.4879543,-89.45412299,MS,9/3/1999,9/3/1999,Sep,9/3/1999 15:35,9/3/1999 19:25,0 days 00:00:00.000000000,8/4/1999,1999,Aug,722350,61542.60567999999,3940,1943,2004,12,1,722350-03940-1999.gz,28.25696822,27.76973366,26.81969697,0,2.168704156,2.3099273609999997,2.417171717,0,65.59382716,64.81418093,66.23589744,0,1,1,1,0,0.2028745613129226,0,South,Debris Burning,Shrubland,1
NA,1.7,B,Debris Burning,30.75674,-88.25105699999999,AL,9/29/2003,9/29/2003,Sep,9/29/2003 14:39,9/29/2003 15:10,0 days 00:00:00.000000000,8/30/2003,2003,Aug,722230,7636.216541,13894,1990,2020,12,0.1,722230-13894-2003.gz,25.34068678,24.63660131,24.51351351,0,2.8305931319999997,2.7535947710000004,3.13018018,0,74.30688935,71.84967320000001,73.68018018,0,1,1,1,0,0.1931725699520628,0,South,Debris Burning,Shrubland,0
NA,3,B,Miscellaneous,31.00398,-87.77673100000001,AL,10/23/2010,10/23/2010,Oct,NA,NA,0 days 00:00:00.000000000,9/23/2010,2010,Sep,998196,41673.00187,99999,2008,2020,12,0.1,998196-99999-2010.gz,21.93562874,22.08555556,21.50892857,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1886654531646912,0,South,Other/Unknown,Shrubland,0
NA,2,B,Arson,43.2755,-78.1078,NY,4/7/2013,4/7/2013,Apr,NA,4/7/2013 19:19,0 days 00:00:00.000000000,3/8/2013,2013,Mar,725290,39194.05329,14768,1987,2018,9,0.1,725290-14768-2013.gz,0.991501416,2.310729614,1.790222222,0,4.956143667,4.605376344,4.965625,0,66.94517958,63.63225806,59.49553571,0,1,1,1,0,0.09562716143241667,0,Northeast,Arson,Tundra/Barren,0
STONEY RIDGE,3,B,Lightning,47.92888889,-113.43666670000002,MT,8/5/2003,8/8/2003,Aug,8/5/2003 1:30,8/8/2003 18:00,3 days 00:00:00.000000000,7/6/2003,2003,Jul,727790,74392.6624,24146,1973,2020,15,0.1,727790-24146-2003.gz,22.27843552,23.29118774,23.31538462,21.15948276,2.411111111,2.288483685,2.28495935,2.6318965519999997,42.42857143,41.57005758,41.70731707,54.21551724,1,1,1,1,0.425567265899806,3,West,Natural,Forest,0
NA,4,B,Arson,33.94019725,-90.00272322,MS,10/11/1995,10/11/1995,Oct,10/11/1995 13:20,10/11/1995 15:40,0 days 00:00:00.000000000,9/11/1995,1995,Sep,722359,49884.56147,13978,1942,2010,16,0.1,722359-13978-1995.gz,22.21474654,21.36819572,19.32322581,0,2.374845679,2.43803681,2.859090909,0,67.48222566,66.80674847,67.44155844,0,1,1,0,0,0.20690453864106195,0,South,Arson,Forest,0
SPRAKER,3,B,Lightning,37.44833333,-80.16166667,VA,5/2/1997,5/3/1997,May,5/2/1997 15:00,5/3/1997 17:00,1 days 00:00:00.000000000,4/2/1997,1997,Apr,724110,22106.52787,13741,1973,2005,0,0.1,724110-13741-1997.gz,11.73177258,11.00720339,12.63364486,14.65416667,3.3787068,3.3199152539999996,2.71682243,4.320833333,56.11491443,64.82650602,67.96610169,47.20833333,1,1,1,0,0.11623185969756822,1,South,Natural,Tundra/Barren,0
NA,65,C,Fireworks,33.750064,-86.96181899999999,AL,7/5/2010,7/5/2010,Jul,NA,NA,0 days 00:00:00.000000000,6/5/2010,2010,Jun,999999,33595.30251,3883,2004,2019,16,1,999999-13724-2010.gz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17930232379632582,0,South,Recreational,Forest,1
CAMPBELL,8,B,Debris Burning,34.43805556,-93.42527778,AR,12/9/2006,12/9/2006,Dec,12/9/2006 15:00,12/9/2006 17:30,0 days 00:00:00.000000000,11/9/2006,2006,Nov,723435,18515.38396,53921,1984,2018,16,0.1,723435-53921-2006.gz,8.655211912999999,7.259433962,1.05988024,0,1.533486239,1.4047281319999998,0.98373494,0,70.87041885,70.19076923,52.52941176,0,1,1,0,0,0.23817399756626445,0,South,Debris Burning,Forest,1
NA,3,B,Debris Burning,34.10187905,-88.63280837,MS,7/3/1996,7/3/1996,Jul,7/3/1996 14:40,7/3/1996 16:05,0 days 00:00:00.000000000,6/3/1996,1996,Jun,723307,72452.38475,99999,1977,2005,16,0.1,723307-99999-1996.gz,24.94126506,26.75555556,26.78267717,0,1.5531626509999998,1.351746032,1.309448819,0,76.16691958,74.71111111,70.92125984,0,0,0,0,0,0.19426671541892993,0,South,Debris Burning,Forest,0
NA,2,B,Miscellaneous,42.23604364,-75.37203206,NY,5/14/2008,5/14/2008,May,5/14/2008 14:48,5/14/2008 14:48,0 days 00:00:00.000000000,4/14/2008,2008,Apr,725145,76113.7022,99999,1973,2020,9,0.1,725145-54746-2008.gz,10.96059342,9.748608534,11.54780876,0,3.348413098,3.5642384110000003,4.238441558,0,56.6915181,64.52465234,62.45382586,0,1,1,1,0,0.07216817691906963,0,Northeast,Other/Unknown,Tundra/Barren,0
BUCKHORN,15,C,Campfire,35.27361111,-107.6575,NM,9/30/2009,9/30/2009,Sep,9/30/2009 14:47,9/30/2009 21:00,0 days 00:00:00.000000000,8/31/2009,2009,Aug,999999,23259.8487,53003,2005,2019,15,1,999999-92811-2009.gz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3734072960420396,0,West,Recreational,Forest,1
RL466,3.1,B,Arson,47.8638,-95.14,MN,4/13/2003,4/13/2003,Apr,4/13/2003 15:50,4/13/2003 16:15,0 days 00:00:00.000000000,3/14/2003,2003,Mar,727550,43331.96883,14958,1948,2020,15,0.1,727550-99999-2003.gz,2.9003887269999997,1.707202993,5.121272366,0,4.174817696,4.308146067,3.945526839,0,62.87413963,55.85566038,43.77091633,0,1,1,1,0,0.24866029013414348,0,Midwest,Arson,Forest,0
NA,20,C,Arson,37.4508,-91.4637,MO,5/3/2014,5/3/2014,May,5/3/2014 15:30,5/3/2014 18:00,0 days 00:00:00.000000000,4/3/2014,2014,Apr,999999,30635.920060000004,23909,1949,2019,0,1,999999-04126-2014.gz,6.584873073,7.055972222,6.66453373,0,3.227399166,3.1972222219999997,2.55952381,0,0,0,0,0,0,0,0,0,0.21823638926592911,0,Midwest,Arson,Tundra/Barren,1
BLACK RIVER FALLS CO-OP 1,11,C,Debris Burning,44.716883,-91.62598,WI,4/9/2014,4/9/2014,Apr,4/9/2014 16:05,4/9/2014 19:50,0 days 00:00:00.000000000,3/10/2014,2014,Mar,726435,19937.64453,14991,2006,2020,15,1,726435-14991-2014.gz,-0.610914761,1.095107632,2.001136364,0,3.885714286,3.981764706,3.474144487,0,71.70106383,74.49490835,78.70204082,0,1,1,1,0,0.21674196967344717,0,Midwest,Debris Burning,Forest,1
9143,3,B,Debris Burning,30.92516667,-94.40233333,TX,8/11/2013,8/11/2013,Aug,8/11/2013 13:34,8/11/2013 14:33,0 days 00:00:00.000000000,7/12/2013,2013,Jul,720296,35383.855760000006,99999,2006,2020,12,0.1,720296-53945-2013.gz,27.93130841,28.65763501,29.43658052,0,1.4911682240000002,1.49990689,1.640755467,0,74.91915888,73.74860335,71.12127237,0,0,0,0,0,0.2497433395655384,0,South,Debris Burning,Shrubland,0
6204,28,C,Lightning,32.33803333,-94.42883333,TX,8/7/2013,8/7/2013,Aug,8/7/2013 16:17,8/7/2013 19:14,0 days 00:00:00.000000000,7/8/2013,2013,Jul,722447,27155.91152,3901,2005,2020,12,1,722447-53903-2013.gz,28.14819413,29.34276316,30.195,0,2.323363431,2.9482456139999997,2.8935,0,71.23112128,67.49122807,64.12,0,1,0,0,0,0.24894328156290757,0,South,Natural,Shrubland,1
NA,1.5,B,Debris Burning,34.649665999999996,-82.565674,SC,3/26/2012,3/26/2012,Mar,3/26/2012 16:07,3/26/2012 16:55,0 days 00:00:00.000000000,2/25/2012,2012,Feb,723122,21128.14487,63889,2006,2020,16,0.1,723122-63889-2012.gz,14.51937984,17.80728376,18.96721311,0,1.886744186,1.6091047040000002,1.609180328,0,63.56770395,69.74299835,73.44791667,0,0,0,0,0,0.139199669141695,0,South,Debris Burning,Forest,0
CRAMPTON,1.5,B,Lightning,38.5333,-105.4506,CO,7/30/1994,7/30/1994,Jul,7/30/1994 15:00,7/30/1994 21:00,0 days 00:00:00.000000000,6/30/1994,1994,Jun,724680,62345.42022000001,99999,1973,2004,0,0.1,724680-94015-1994.gz,22.62531969,22.34357798,21.746,0,4.0728900260000005,3.714220183,3.4760000000000004,0,42.29923274,48.32568807,53.11,0,1,1,1,0,0.35007653881201706,0,West,Natural,Tundra/Barren,0
NA,5,B,Arson,34.27132096,-89.72258070000001,MS,3/2/1996,3/2/1996,Mar,3/2/1996 18:40,3/2/1996 19:30,0 days 00:00:00.000000000,2/1/1996,1996,Feb,723340,90358.93314,13893,1942,2020,16,0.1,723340-13893-1996.gz,6.932777777999999,10.65555556,11.63095238,0,5.2691666669999995,4.9175,4.894047619,0,61.55844156,64.06804734,60.25,0,1,1,1,0,0.20411971781340132,0,South,Arson,Forest,0
NA,2,B,Arson,34.63999409,-89.28195744,MS,10/25/1998,10/25/1998,Oct,10/25/1998 14:19,10/25/1998 15:58,0 days 00:00:00.000000000,9/25/1998,1998,Sep,723340,79294.45779,13893,1942,2020,16,0.1,723340-13893-1998.gz,20.63753351,17.64196185,15.58390805,0,3.783378016,3.934877384,4.743103448,0,69.19040903,65.46022727,65.40625,0,1,0,0,0,0.19984927171765965,0,South,Arson,Forest,0
NA,5,B,Debris Burning,33.00439549,-89.99566125,MS,3/8/1999,3/8/1999,Mar,3/8/1999 15:58,3/8/1999 16:45,0 days 00:00:00.000000000,2/6/1999,1999,Feb,722359,55183.70653,13978,1942,2010,16,0.1,722359-13978-1999.gz,11.48071749,10.91434978,11.6733945,0,3.996860987,4.118834081,4.4619266060000005,0,70.45274212,68.58564815,68.51376147,0,1,1,1,0,0.20747332147512296,0,South,Debris Burning,Forest,0
BISCARA,3,B,Lightning,36.70944444,-106.1013889,NM,5/23/2006,5/29/2006,May,5/23/2006 13:00,5/29/2006 17:00,6 days 00:00:00.000000000,4/23/2006,2006,Apr,999999,47899.02715,93092,2004,2019,0,0.1,999999-54828-2006.gz,9.357142857,9.357142857,9.357142857,17.95804196,3.821428571,3.821428571,3.821428571,2.044755245,54.42857143,54.42857143,54.42857143,67.04895105,0,0,0,0,0.35737405110956777,6,West,Natural,Tundra/Barren,0
NA,12,C,Debris Burning,34.565,-95.42517,OK,2/14/2014,2/14/2014,Feb,2/14/2014 13:34,2/14/2014 16:30,0 days 00:00:00.000000000,1/15/2014,2014,Jan,723566,48071.71124,93950,1947,2020,16,1,723566-93950-2014.gz,0.465487674,-0.670506108,-0.613833992,0,3.75735768,3.531993007,2.528063241,0,62.94516129,75.65499124,77.00790514,0,1,1,1,0,0.256742885631412,0,South,Debris Burning,Forest,1
NA,1.6,B,Miscellaneous,40.77193427,-72.99529820000001,NY,3/31/2005,3/31/2005,Mar,3/31/2005 14:12,3/31/2005 14:12,0 days 00:00:00.000000000,3/1/2005,2005,Mar,725050,9334.136994,4781,1942,2020,15,0.1,725050-04781-2005.gz,1.578163772,3.901265823,4.994680851,0,4.718734491,3.951392405,4.740425532,0,65.66483516,68.39481268,74.45517241,0,1,1,1,0,0.05226182828453818,0,Northeast,Other/Unknown,Forest,0
SALT SPRINGS,5,B,Miscellaneous,33.9375,-110.1581,AZ,3/26/2013,3/29/2013,Mar,3/26/2013 12:21,3/29/2013 12:00,3 days 00:00:00.000000000,2/24/2013,2013,Feb,723747,39353.42119,99999,1990,2020,16,0.1,723747-03101-2013.gz,4.614734866,7.558988764,6.667999999999999,9.306976744,3.934162365,3.68988764,3.9188,4.870697674,44.31556402,37.5660731,34.461999999999996,25.24186047,0,0,0,0,0.3988410941049083,3,West,Other/Unknown,Forest,0
DRY CREEK,28.56,C,Arson,37.93555556,-91.21083333,MO,3/30/2005,3/30/2005,Mar,3/30/2005 16:40,3/30/2005 19:15,0 days 00:00:00.000000000,2/28/2005,2005,Feb,724420,53314.178060000006,13997,1973,2010,0,1,724420-13997-2005.gz,4.8976744189999994,5.712053571,5.9877049179999995,0,4.654418605,4.4453125,4.139754098,0,63.81369427,63.41391941,74.77669903,0,1,1,1,0,0.2156485948711031,0,Midwest,Arson,Tundra/Barren,1
NA,35,C,Arson,34.35951,-92.79122,AR,8/4/2012,8/4/2012,Aug,8/4/2012 15:40,8/4/2012 18:35,0 days 00:00:00.000000000,7/5/2012,2012,Jul,723415,25910.17445,3962,1942,2020,16,1,723415-03962-2012.gz,29.34845361,31.18691358,32.13539326,0,2.240893471,2.682469136,2.346629213,0,62.39633448,55.27160494,51.19101124,0,1,1,1,0,0.23234074821116857,0,South,Arson,Forest,1
NA,10,C,Arson,33.505784999999996,-85.999758,AL,12/1/2007,12/1/2007,Dec,12/1/2007 12:55,12/1/2007 15:58,0 days 00:00:00.000000000,11/1/2007,2007,Nov,999999,9066.649499,73803,2001,2019,16,1,999999-63896-2007.gz,8.878993056,8.331759259,6.526686507999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1707609483274295,0,South,Arson,Forest,1
NA,80,C,Arson,48.39769681,-95.67673018,MN,4/25/2015,4/25/2015,Apr,4/25/2015 16:04,4/25/2015 18:19,0 days 00:00:00.000000000,3/26/2015,2015,Mar,727477,50986.36057,4970,2006,2020,15,1,727477-04970-2015.gz,3.279081633,6.46538025,3.5666003980000003,0,4.463520408,5.095913734,5.370576541,0,61.86166411,57.13863636,61.42147117,0,0,0,0,0,0.2535953665862851,0,Midwest,Arson,Forest,1
NA,8,B,Arson,32.227661,-85.407063,AL,4/6/2005,4/6/2005,Apr,4/6/2005 12:32,4/6/2005 13:18,0 days 00:00:00.000000000,3/7/2005,2005,Mar,722255,54202.67748,93842,1939,2020,12,0.1,722255-93842-2005.gz,14.4742,16.94438202,16.6,0,3.55,3.560299625,3.1974468089999997,0,68.93813387,71.41730769,67.63392857,0,1,1,1,0,0.16630615673327886,0,South,Arson,Shrubland,1
HIGHWAY,3,B,Debris Burning,33.5334,-116.2175,CA,7/29/2002,7/29/2002,Jul,7/29/2002 4:11,7/29/2002 4:50,0 days 00:00:00.000000000,6/29/2002,2002,Jun,747187,11716.37335,3104,1990,2005,16,0.1,747187-03104-2002.gz,33.36027778,33.43888889,33.07083333,0,3.0801388889999997,3.060555556,2.802380952,0,37.91805556,37.00833333,36.38690476,0,0,0,0,0,0.4595815270412291,0,West,Debris Burning,Forest,0
THOUSAINDAIRE,2.7,B,Debris Burning,36.1231,-116.0161,NV,6/15/2008,6/16/2008,Jun,6/15/2008 22:16,6/16/2008 19:00,1 days 00:00:00.000000000,5/16/2008,2008,May,723870,55260.24786,3160,2006,2013,0,0.1,723870-03160-2008.gz,22.60241577,24.54143223,25.61712707,30.35961538,4.131353768,4.245838668,3.632686981,3.725,19.4412516,11.96542894,8.146814404,8.576923077,1,0,0,0,0.45592020289122814,1,West,Debris Burning,Tundra/Barren,0
NA,2,B,Miscellaneous,33.393516999999996,-86.29764,AL,11/20/2008,11/20/2008,Nov,11/20/2008 16:05,11/20/2008 17:45,0 days 00:00:00.000000000,10/21/2008,2008,Oct,999999,29867.90248,73803,2001,2019,16,0.1,999999-63898-2008.gz,8.218784722,6.29099537,4.339632937,0,1.625972222,1.705,1.942261905,0,0,0,0,0,0,0,0,0,0.1735290498130817,0,South,Other/Unknown,Forest,0
NA,10,C,Arson,35.55237,-91.74276,AR,3/4/2012,3/4/2012,Mar,3/4/2012 16:00,3/4/2012 19:00,0 days 00:00:00.000000000,2/3/2012,2012,Feb,723448,21127.036119999997,53934,1973,2020,15,1,723448-53934-2012.gz,8.540170132,11.81000927,13.71968191,0,2.815042573,3.533116883,3.808565737,0,60.3294686,51.40633737,49.73547094,0,1,1,1,0,0.22189616407002077,0,South,Arson,Forest,1
